,Id,제조사,모델명,배지,세부 배지,연식,모델연도,가격,주행거리,연료,변속기,등록 상태,판매 유형,마지막 수정일,판매지역,판매처,차량번호,내차피해,타차가해,소유자변경이력,내차피해금액,타차가해금액,번호판변경이력,전체침수횟수,일부침수횟수,모델 종류
3372,38529713,현대,쏘나타 하이브리드 (DN8),프리미엄 플러스,,202109.0,2022,2390.0,67369.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-15 13:38:54.000 +09,경남,골드모터스,297러1169,0,0,1,0.0,0.0,1,0,,쏘나타
18550,36983035,제네시스,G70,2.0T,스포츠 패키지,201805.0,2018,1980.0,113605.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:53:27.000 +09,부산,건우모터스,65조4789,6,4,1,602.8369,838.1673,0,0,,제네시스
30003,39122347,현대,더 뉴 아반떼 AD,1.6 LPi,스마트(렌터카용),202003.0,2020,1270.0,89387.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-20 09:29:34.000 +09,광주,현철모터스,121무3070,0,2,2,0.0,15.115,1,0,,아반떼
1752,39002787,현대,LF 쏘나타,1.7 디젤 스마트,(세부등급 없음),201606.0,2017,870.0,119645.0,디젤,오토,ORIGINAL,일반,2025-03-19 21:51:10.000 +09,경남,조일상사,15우2046,0,3,3,0.0,336.399,1,0,,쏘나타
2298,39143485,현대,쏘나타 (DN8),2.0,스마트,202101.0,2021,1200.0,97702.0,가솔린,오토,ORIGINAL,일반,2025-03-19 19:01:04.000 +09,인천,(주)대한모터스,387다9784,0,0,1,0.0,0.0,1,0,,쏘나타
27651,39077384,현대,아반떼 AD,1.6 GDI 스타일,,201602.0,2016,719.0,137236.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:57:02.000 +09,충남,진명자동차,06보4756,0,0,4,0.0,0.0,1,0,,아반떼
17538,38776254,제네시스,G70,2.0T,엘리트,202009.0,2020,2650.0,49740.0,가솔린,오토,ORIGINAL,일반,2025-03-20 08:53:13.000 +09,대구,우수모터스,396두7850,2,0,2,234.0379,0.0,1,0,,제네시스
1451,39219934,현대,쏘나타 뉴 라이즈,2.0 모던,,201709.0,2018,1750.0,31489.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:01:16.000 +09,서울,피스모터스,54마9071,1,0,1,26.4786,0.0,0,0,,쏘나타
2145,39049664,현대,쏘나타 (DN8),2.0,스마트,202001.0,2020,1530.0,55076.0,가솔린,오토,ORIGINAL,일반,2025-03-19 19:58:05.000 +09,대전,(주)이카,112소9124,4,2,0,407.7152,144.512,0,0,,쏘나타
15382,38931186,제네시스,G80,3.3 GDI,프리미엄 럭셔리,201708.0,2018,2120.0,89792.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:34:02.000 +09,서울,(주)새롬모터스,10구9866,1,2,3,87.19,79.7,0,0,,제네시스
21258,38935426,현대,더 뉴 그랜저 IG,3.3,익스클루시브,202111.0,2022,2930.0,25853.0,가솔린,오토,ORIGINAL,일반,2025-03-20 05:22:32.000 +09,광주,믿음모터스,382나8596,2,2,1,227.094,247.646,0,0,,그랜저
20763,38972834,현대,그랜저 HG,HG240 모던,,201512.0,2016,2222.0,71089.0,가솔린,오토,ORIGINAL,일반,2025-03-20 08:20:04.000 +09,서울,(주)산다모터스,26어1996,0,0,1,0.0,0.0,0,0,,그랜저
12678,39052317,현대,더 뉴 그랜드 스타렉스,밴 5인승,모던,201803.0,2018,1350.0,149778.0,디젤,오토,ORIGINAL,일반,2025-03-20 10:11:21.000 +09,대구,합천모터스,84저0674,3,1,0,217.9068,0.0,0,0,,스타렉스
4465,39103191,현대,투싼 (NX4),가솔린 1.6 터보 2WD,인스퍼레이션,202302.0,2023,3440.0,6735.0,가솔린,오토,ORIGINAL,일반,2025-03-19 22:11:09.000 +09,부산,수한모터스,270오2100,0,0,0,0.0,0.0,0,0,,투싼
21184,38254107,현대,그랜저 IG,2.4 프리미엄,(세부등급 없음),201704.0,2018,1290.0,126006.0,가솔린,오토,ORIGINAL,일반,2025-03-20 06:50:49.000 +09,전북,(유)아이러브카,31너8090,1,2,1,1315.5602,489.3984,0,0,,그랜저
19021,39220553,제네시스,G80 (RG3),가솔린 3.5 터보 AWD,(세부등급 없음),202103.0,2021,3899.0,89707.0,가솔린,오토,ORIGINAL,일반,2025-03-19 21:37:35.000 +09,대구,Y 오토모빌,385거3901,0,0,2,0.0,0.0,0,0,,제네시스
5769,38595350,현대,팰리세이드,디젤 2.2 4WD,프레스티지,201912.0,2020,2640.0,164990.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:00:10.000 +09,인천,주식회사 시우자동차2,266저5228,2,0,1,122.0412,0.0,0,0,,팰리세이드
1381,39254405,현대,쏘나타 뉴 라이즈,2.0 터보 스마트,,201704.0,2018,1440.0,94758.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:04:10.000 +09,인천,JP모터스,28보4004,3,3,3,242.2072,144.4256,0,0,,쏘나타
5806,38922313,현대,팰리세이드,가솔린 3.8 4WD,익스클루시브,201905.0,2019,2570.0,61792.0,가솔린,오토,ORIGINAL,일반,2025-03-20 08:54:21.000 +09,서울,주식회사부부모터스투,52소3031,1,0,3,73.777,0.0,0,0,,팰리세이드
5783,39127509,현대,팰리세이드,디젤 2.2 4WD,프레스티지,201904.0,2019,2760.0,153455.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:00:09.000 +09,경기,(주)카마트몰,386루3381,2,0,2,99.2975,0.0,1,0,,팰리세이드
19192,39117572,제네시스,GV80,3.0 디젤 2WD,,202112.0,2022,4880.0,73000.0,디젤,오토,ORIGINAL,일반,2025-03-19 20:44:02.000 +09,전남,,115수8195,1,1,2,100.909,71.514,0,0,,제네시스
10945,39184815,현대,더 뉴 싼타페,디젤 2.2 2WD,프레스티지,202101.0,2021,2650.0,76286.0,디젤,오토,ORIGINAL,일반,2025-03-19 16:26:07.000 +09,경기,다산다모터스,128우3013,0,1,1,0.0,106.0724,1,0,,싼타페
30206,38577397,현대,아반떼 하이브리드 (CN7),모던,,202107.0,2021,1940.0,53026.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-20 05:05:19.000 +09,경기,(주)세종모터스,205다2517,0,0,1,0.0,0.0,1,0,,아반떼
14794,38400279,제네시스,G90 (RS4),가솔린 3.5 터보 AWD,(세부등급 없음),202210.0,2023,7550.0,34531.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:43:42.000 +09,대구,오토위더스,225수1733,3,1,0,1403.3558,488.293,0,0,,제네시스
7668,39243375,현대,스타리아,투어러 11인승,모던,202303.0,2023,2940.0,46113.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:10:04.000 +09,경기,(주)왕카,722라2849,2,0,2,163.2618,0.0,1,0,,스타리아
13216,39025599,현대,더 뉴 그랜드 스타렉스,밴 5인승,모던,201905.0,2019,1400.0,152000.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:40:31.000 +09,부산,대원모터스,88도3865,0,0,0,0.0,0.0,0,0,,스타렉스
27968,39276556,현대,아반떼 AD,1.6 GDI 프리미엄,,201609.0,2017,1400.0,96462.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:47:31.000 +09,경기,신원자동차매매상사,42거0278,3,1,1,242.5585,95.0078,0,0,,아반떼
2920,39089503,현대,쏘나타 (DN8),2.0,프리미엄 패밀리,201906.0,2020,1890.0,62157.0,가솔린,오토,ORIGINAL,일반,2025-03-19 14:36:14.000 +09,충북,나이스모터스,293모9561,1,0,3,69.9879,0.0,1,0,,쏘나타
8865,39115026,현대,더 뉴 싼타페,HEV 1.6 2WD,익스클루시브,202302.0,2023,3290.0,29245.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-20 09:05:04.000 +09,경기,명문자동차,187어4934,1,1,1,48.1104,106.9899,0,0,,싼타페
11118,38993269,현대,더 뉴 싼타페,가솔린 2.5T 2WD,프레스티지,202211.0,2023,3030.0,26877.0,가솔린,오토,ORIGINAL,일반,2025-03-19 12:52:56.000 +09,경기,(주)카마트몰,107수3260,0,1,1,0.0,61.5335,0,0,,싼타페
1428,38873475,현대,쏘나타 하이브리드 (DN8),인스퍼레이션,,201909.0,2020,2200.0,104587.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 23:02:32.000 +09,대구,서구모터스,179머8161,0,0,4,0.0,0.0,1,0,,쏘나타
2942,38984956,현대,쏘나타 뉴 라이즈,LPI 모던,,201801.0,2018,1190.0,85721.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 14:19:14.000 +09,광주,하나자동차매매상사,28러4685,0,2,1,0.0,89.8637,0,0,,쏘나타
23242,39046233,현대,더 뉴 그랜저 IG,2.5,프리미엄 초이스,202101.0,2021,3849.0,81355.0,가솔린,오토,ORIGINAL,렌트,2025-03-19 23:16:11.000 +09,서울,,159하9097,0,0,0,0.0,0.0,0,0,,그랜저
7375,37672338,현대,스타리아,투어러 11인승,모던,202107.0,2022,2699.0,71768.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:40:37.000 +09,광주,파랑새모터스,70러6660,3,0,2,305.1388,0.0,0,0,,스타리아
11240,39076419,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,(세부등급 없음),201406.0,2015,1320.0,98243.0,디젤,오토,ORIGINAL,일반,2025-03-18 22:34:04.000 +09,전남,바른모터스,12어3666,2,0,1,64.775,0.0,0,0,,싼타페
18163,39227666,제네시스,GV70,2.5T 가솔린 2WD,(세부등급 없음),202406.0,2025,6950.0,5913.0,가솔린,오토,ORIGINAL,일반,2025-03-20 03:56:29.000 +09,경기,서진모터스주식회사,230가9873,0,0,0,0.0,0.0,0,0,,제네시스
24289,39145794,현대,더 뉴 그랜저 IG,2.5,프리미엄 초이스,202105.0,2021,2059.0,105825.0,가솔린,오토,ORIGINAL,일반,2025-03-19 20:47:36.000 +09,경기,오토프라임,201다2663,1,0,1,122.1482,0.0,1,0,,그랜저
23795,37519648,현대,더 뉴 그랜저 IG 하이브리드,익스클루시브,,202007.0,2020,2699.0,71177.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 22:27:50.000 +09,경기,더 뉴스타상사,133너2986,0,0,1,0.0,0.0,1,0,,그랜저
12588,38670510,현대,그랜드 스타렉스,5인승 밴,CVX 디럭스,200710.0,2008,440.0,146938.0,디젤,오토,ORIGINAL,일반,2025-03-20 10:16:02.000 +09,경기,드림모터스,80러6009,5,4,2,316.1346,379.016,0,0,,스타렉스
23592,39245719,현대,더 뉴 그랜저 IG,3.0 LPi,익스클루시브,202102.0,2021,2490.0,74684.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 23:04:34.000 +09,경기,(주)정모터스,377루9058,0,1,2,0.0,55.2268,1,0,,그랜저
2181,38742041,현대,쏘나타 (DN8),1.6 터보,프리미엄,202002.0,2020,2000.0,31938.0,가솔린,오토,ORIGINAL,일반,2025-03-19 19:43:37.000 +09,대구,영수상사,334오9498,3,2,1,131.666,34.961,0,0,,쏘나타
9956,39195827,현대,싼타페 (MX5),HEV 1.6 2WD,익스클루시브,202501.0,2025,4190.0,132.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 23:37:11.000 +09,대구,(주)고려자동차,276거4813,0,0,1,0.0,0.0,1,0,,싼타페
29833,39171671,현대,더 뉴 아반떼 (CN7),1.6,인스퍼레이션,202401.0,2024,2490.0,8758.0,가솔린,오토,ORIGINAL,일반,2025-03-20 10:17:04.000 +09,경기,으뜸자동차,396너7660,0,0,1,0.0,0.0,0,0,,아반떼
30228,39271643,현대,아반떼 (CN7),1.6,인스퍼레이션,202301.0,2023,2050.0,64958.0,가솔린,오토,ORIGINAL,일반,2025-03-20 01:21:20.000 +09,경기,수성자동차,369라2072,1,0,1,69.754,0.0,0,0,,아반떼
10194,39164579,현대,싼타페 더 프라임,디젤 2.0 2WD,프리미엄,201605.0,2016,1230.0,136996.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:24:03.000 +09,경기,중고차마트,29조0834,0,0,3,0.0,0.0,0,0,,싼타페
27566,39089521,현대,아반떼 AD,1.6 GDI 밸류 플러스,,201804.0,2018,1180.0,87605.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:59:12.000 +09,경기,디에스모터스,10주9250,1,0,3,53.8494,0.0,0,0,,아반떼
12105,39015306,현대,코나 하이브리드,프리미엄 스페셜,,201912.0,2020,2200.0,46103.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 23:57:17.000 +09,서울,주)화성모터스,128라7926,0,0,2,0.0,0.0,1,0,,코나
19828,39188291,제네시스,G70,2.0T,어드밴스드,201810.0,2018,2350.0,68457.0,가솔린,오토,ORIGINAL,일반,2025-03-19 16:43:02.000 +09,경기,신성모터스,58소6706,2,0,3,154.4254,0.0,0,0,,제네시스
25257,39181011,현대,더 뉴 그랜저 IG,2.5,익스클루시브,202206.0,2023,2850.0,69963.0,가솔린,오토,ORIGINAL,일반,2025-03-19 16:26:03.000 +09,광주,(주)보배모터스,224서1050,0,2,0,0.0,134.7519,1,0,,그랜저
1363,38723288,현대,LF 쏘나타,2.0 케어플러스,,201703.0,2017,1330.0,79251.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:05:02.000 +09,서울,(주)오토넷글로벌,08구4701,0,0,3,0.0,0.0,0,0,,쏘나타
22037,38386219,현대,그랜저 IG,3.3 셀러브리티,,201704.0,2018,1590.0,126907.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:47:05.000 +09,서울,아이오토스,10소6722,2,2,1,545.1246,347.4089,0,0,,그랜저
19889,39002818,제네시스,GV80,3.5T 가솔린 AWD,(세부등급 없음),202107.0,2021,5020.0,98346.0,가솔린,오토,ORIGINAL,일반,2025-03-19 16:16:23.000 +09,강원,중앙자동차,245누4227,2,0,1,113.5988,0.0,1,0,,제네시스
24930,39200504,현대,그랜저 하이브리드 (GN7),익스클루시브,,202303.0,2023,4199.0,10313.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 17:58:51.000 +09,대구,필카,148루9242,1,0,0,91.172,0.0,0,0,,그랜저
23199,39101089,현대,그랜저 하이브리드 (GN7),캘리그래피,,202302.0,2023,4549.0,26951.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 23:17:41.000 +09,부산,(주)에이스타모터스,359나9329,0,0,1,0.0,0.0,0,0,,그랜저
11280,39081419,현대,싼타페 TM,디젤 2.0 2WD,익스클루시브,202001.0,2020,1860.0,136992.0,디젤,오토,ORIGINAL,일반,2025-03-18 16:04:37.000 +09,대전,카펀모터스,359어7961,3,0,0,603.9065,0.0,0,0,,싼타페
11306,38824773,현대,싼타페 더 프라임,디젤 2.0 2WD,프리미엄,201603.0,2016,1650.0,69641.0,디젤,오토,ORIGINAL,일반,2025-03-18 11:53:07.000 +09,대전,(주)안모터스,42조0986,0,0,0,0.0,0.0,0,0,,싼타페
18611,38482871,제네시스,G80,3.3 GDI AWD,프리미엄 럭셔리,201809.0,2018,2170.0,110084.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:38:20.000 +09,경남,한강모터스,185나2107,3,0,1,350.7453,0.0,1,0,,제네시스
16287,39232690,제네시스,G80 (RG3),가솔린 2.5 터보 2WD,(세부등급 없음),202005.0,2021,3299.0,91591.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:18:54.000 +09,경기,더나은모터스,212누6807,0,2,1,0.0,53.015,1,0,,제네시스
6272,38727323,현대,팰리세이드,가솔린 3.8 2WD,프레스티지,202009.0,2021,2630.0,73963.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:43:50.000 +09,경남,빅히트모터스,226너7043,1,0,1,15.266,0.0,1,0,,팰리세이드
29561,39001905,현대,아반떼 (CN7),1.6,모던,202011.0,2021,1650.0,39567.0,가솔린,오토,ORIGINAL,일반,2025-03-20 11:32:55.000 +09,광주,신영자동차,195머6586,1,1,3,313.4376,53.3426,1,0,,아반떼
17834,38463389,제네시스,GV80,3.5T 가솔린 AWD,(세부등급 없음),202201.0,2022,6330.0,28994.0,가솔린,오토,ORIGINAL,일반,2025-03-20 08:08:33.000 +09,전북,우진모터스,333노3467,1,1,1,218.5112,153.0093,0,0,,제네시스
4293,39166709,현대,올 뉴 투싼,디젤 1.6 4WD,프리미엄,201908.0,2019,2099.0,40000.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:05:02.000 +09,인천,의리차차차,52버9201,1,2,1,89.5026,249.6794,0,0,,투싼
16652,39109031,제네시스,G80,3.3 GDI AWD,프리미엄 럭셔리,201607.0,2017,1550.0,174805.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:12:03.000 +09,인천,오토팰리스,65수0699,2,0,1,281.7561,0.0,0,0,,제네시스
16710,39236354,제네시스,GV80,2.5T 가솔린 AWD,(세부등급 없음),202302.0,2023,7830.0,12177.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:11:02.000 +09,경기,정직모터스,139조8589,1,0,0,122.0,0.0,0,0,,제네시스
9377,38892368,현대,싼타페 더 프라임,디젤 2.0 2WD,프리미엄,201510.0,2016,1120.0,152000.0,디젤,오토,ORIGINAL,일반,2025-03-20 07:11:02.000 +09,서울,(주)태성종합로지스,12마0856,2,2,3,183.643,726.1368,0,0,,싼타페
11816,38936643,현대,코나,1.6 터보 2WD,모던,201902.0,2019,1420.0,69863.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:46:03.000 +09,서울,에이스모터스,62부7826,2,3,3,178.2351,307.9427,0,0,,코나
7580,38837598,현대,스타리아,L3.5 어린이보호차,15인승,202211.0,2023,3650.0,11899.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-20 09:18:57.000 +09,경기,카스토어,72두8797,0,0,1,0.0,0.0,0,0,,스타리아
3316,39166408,현대,쏘나타 하이브리드 (DN8),프리미엄,패밀리,202004.0,2020,1460.0,107276.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-17 19:49:46.000 +09,경기,엘모터스,296마4978,6,6,2,1972.9648,1205.8017,0,0,,쏘나타
12329,37927649,현대,코나 (SX2),가솔린 1.6 터보 2WD,모던,202304.0,2023,2099.0,35306.0,가솔린,오토,ORIGINAL,일반,2025-03-18 11:16:36.000 +09,전북,유한회사로고,299거3913,1,0,1,0.0,0.0,1,0,,코나
23094,39239817,현대,그랜저 IG,3.0 익스클루시브,스페셜,201706.0,2018,1800.0,99319.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:21:05.000 +09,대전,주식회사 블랙케이,153서9171,2,0,3,114.7,0.0,1,0,,그랜저
13494,39223090,현대,더 뉴 그랜드 스타렉스,웨건 11인승,스마트,201905.0,2019,1790.0,48692.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:10:05.000 +09,경기,명문자동차,717로3166,1,3,4,284.211,499.1761,1,0,,스타렉스
30098,39072592,현대,아반떼 (CN7),1.6,모던,202102.0,2021,1470.0,110659.0,가솔린,오토,ORIGINAL,일반,2025-03-20 08:30:32.000 +09,대전,정안자동차,398수9657,1,0,0,38.6994,0.0,1,0,,아반떼
11084,39258241,현대,싼타페 DM,디젤(e-VGT) 2.2 4WD 익스클루시브,(세부등급 없음),201407.0,2015,1150.0,155428.0,디젤,오토,ORIGINAL,일반,2025-03-19 14:09:40.000 +09,경기,카메이트,21무9786,2,1,2,134.1977,0.0,1,0,,싼타페
8184,39216732,현대,스타리아,카고 3인승,모던,202210.0,2023,2699.0,39927.0,디젤,오토,ORIGINAL,일반,2025-03-19 20:00:51.000 +09,경기,지니어스Bay,824고6828,1,1,0,203.7066,0.0,0,0,,스타리아
21558,38320820,현대,그랜저 IG,2.4 프리미엄,(세부등급 없음),201707.0,2018,1140.0,183255.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:58:03.000 +09,인천,황소모터스,52머9146,2,0,0,167.0696,0.0,0,0,,그랜저
3705,38814949,현대,올 뉴 투싼,디젤 2.0 2WD,모던,201912.0,2020,1680.0,96905.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:47:13.000 +09,대구,태양모터스,292소4931,1,0,1,716.2779,0.0,1,0,,투싼
28576,39179290,현대,아반떼 (CN7),1.6,모던,202009.0,2021,1220.0,106090.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:31:11.000 +09,경남,최고모터스,254주2760,1,0,1,187.188,0.0,1,0,,아반떼
17945,38732812,제네시스,GV70,2.5T 가솔린 2WD,(세부등급 없음),202406.0,2025,6050.0,7746.0,가솔린,오토,ORIGINAL,일반,2025-03-20 07:47:06.000 +09,부산,(주)더마니카,194노5222,0,0,0,0.0,0.0,0,0,,제네시스
7188,39011763,현대,팰리세이드,디젤 2.2 2WD,익스클루시브,201901.0,2019,2650.0,67926.0,디젤,오토,ORIGINAL,일반,2025-03-19 09:07:05.000 +09,경북,아주상사,68루3889,0,0,0,0.0,0.0,0,0,,팰리세이드
18551,38302417,제네시스,G70,3.3T 스포츠 AWD,슈프림,201709.0,2018,2180.0,85316.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:53:27.000 +09,부산,건우모터스,373어9535,5,1,8,713.7667,504.519,2,0,,제네시스
783,39140711,현대,쏘나타 (DN8),2.0,프리미엄,201904.0,2020,1890.0,39185.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:31:10.000 +09,경기,오토허브,46저7672,1,0,3,105.0194,0.0,0,0,,쏘나타
2163,39188729,현대,쏘나타 뉴 라이즈,1.7 디젤 모던,,201703.0,2018,1560.0,60387.0,디젤,오토,ORIGINAL,일반,2025-03-19 19:52:53.000 +09,전북,태양모터스,36고8339,1,0,1,65.3733,0.0,0,0,,쏘나타
8944,39027024,현대,더 뉴 싼타페,디젤 2.2 2WD,프레스티지,202103.0,2021,2830.0,80273.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:02:03.000 +09,대구,오토플러스(주),373라7701,0,0,1,0.0,0.0,0,0,,싼타페
29505,38882870,현대,더 뉴 아반떼 AD,1.6,스마트 초이스,201905.0,2020,1430.0,60708.0,가솔린,오토,ORIGINAL,일반,2025-03-20 11:48:52.000 +09,울산,유에스모터스,67로6312,0,0,1,0.0,0.0,0,0,,아반떼
9254,39157857,현대,싼타페 TM,가솔린 2.0T 2WD,익스클루시브,202006.0,2020,2499.0,33839.0,가솔린,오토,ORIGINAL,일반,2025-03-20 08:14:17.000 +09,전북,한마음모터스,330마3222,1,1,0,127.7239,37.9697,0,0,,싼타페
10681,38985929,현대,싼타페 더 프라임,디젤 2.2 2WD,익스클루시브 스페셜,201605.0,2016,1299.0,137862.0,디젤,오토,ORIGINAL,일반,2025-03-19 19:12:51.000 +09,대구,M월드 향인모터스,13나0801,6,1,4,271.2773,142.265,0,0,,싼타페
4598,39194957,현대,투싼 (NX4),가솔린 1.6 터보 2WD,인스퍼레이션,202211.0,2023,2550.0,89856.0,가솔린,오토,ORIGINAL,일반,2025-03-19 21:08:24.000 +09,대전,(주)청담모터스,333저5109,0,0,0,0.0,0.0,0,0,,투싼
28075,39251214,현대,아반떼 (CN7),2.0 N,,202109.0,2022,2450.0,26000.0,가솔린,수동,ORIGINAL,일반,2025-03-20 13:44:38.000 +09,서울,,188노1955,0,0,2,0.0,0.0,1,0,,아반떼
24635,39219424,현대,그랜저 IG,3.0 익스클루시브,스페셜,201707.0,2018,1950.0,103558.0,가솔린,오토,ORIGINAL,일반,2025-03-19 19:28:11.000 +09,대전,(주)조은카,140누1821,3,1,2,47.574,51.1022,1,0,,그랜저
12981,38363322,현대,더 뉴 그랜드 스타렉스,어린이보호차 LPi,,201808.0,2019,2530.0,39602.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-20 09:55:10.000 +09,인천,(주)시우자동차,70버0123,2,1,0,240.8628,251.7697,0,0,,스타렉스
6262,39223343,현대,팰리세이드,디젤 2.2 2WD,익스클루시브,202001.0,2020,2090.0,134345.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:44:02.000 +09,광주,(주)한라자동차,148버1331,2,0,4,863.3514,0.0,1,0,,팰리세이드
4833,39154217,현대,올 뉴 투싼,가솔린 1.6 터보 2WD,모던,202004.0,2020,1920.0,45416.0,가솔린,오토,ORIGINAL,일반,2025-03-19 19:02:54.000 +09,대구,오토플러스(주),162로6019,1,1,0,79.0426,89.7011,0,0,,투싼
25726,39147359,현대,더 뉴 그랜저 IG,3.3,캘리그래피,201911.0,2020,1979.0,111918.0,가솔린,오토,ORIGINAL,일반,2025-03-19 12:22:44.000 +09,경기,디에이치모터스,370보7693,3,2,1,250.1039,2778.2,0,0,,그랜저
9192,39133758,현대,싼타페 TM,디젤 2.0 2WD,프리미엄,202006.0,2020,1850.0,145808.0,디젤,오토,ORIGINAL,일반,2025-03-20 08:29:23.000 +09,대구,제일모터스,265버1443,0,0,1,0.0,0.0,1,0,,싼타페
12970,37901004,현대,그랜드 스타렉스,5인승 밴,스마트,201706.0,2018,1320.0,119857.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:55:42.000 +09,경남,강남모터스,96나0648,0,0,1,0.0,0.0,0,0,,스타렉스
27244,38911770,현대,아반떼 AD,1.6 GDI 스마트,(세부등급 없음),201607.0,2017,820.0,84357.0,가솔린,오토,ORIGINAL,일반,2025-03-20 14:06:42.000 +09,부산,(주)우진오토모빌,59노0478,4,0,3,240.9058,0.0,0,0,,아반떼
21381,39228292,현대,그랜저 IG,2.4 프리미엄,스페셜,201703.0,2018,1300.0,159288.0,가솔린,오토,ORIGINAL,일반,2025-03-20 00:45:51.000 +09,울산,조이카,67구3035,1,0,1,122.77,0.0,0,0,,그랜저
16992,39196923,제네시스,G80 (RG3),가솔린 2.5 터보 AWD,(세부등급 없음),202306.0,2024,4650.0,26879.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:06:23.000 +09,서울,(주)엔엠모터스,382버9381,0,0,1,0.0,0.0,1,0,,제네시스
23085,38777082,현대,그랜저 IG,3.0 LPi 모던 베이직 (렌터카),,201902.0,2019,1370.0,114261.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 23:21:05.000 +09,충남,티키타카,123오8770,2,0,2,711.5584,0.0,1,0,,그랜저
15220,38216699,제네시스,G90 (RS4),가솔린 3.5 터보 e-S/C AWD,(세부등급 없음),202404.0,2025,7850.0,11000.0,가솔린,오토,ORIGINAL,렌트,2025-03-20 09:36:23.000 +09,경기,탑기어모터스,202호5032,0,0,0,0.0,0.0,0,0,,제네시스
20944,39200472,현대,그랜저 하이브리드 (GN7),익스클루시브,,202405.0,2024,4299.0,2750.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-20 07:58:54.000 +09,대전,주식회사나라오토,122서4869,0,0,1,0.0,0.0,1,0,,그랜저
7177,38310295,현대,팰리세이드,가솔린 3.8 4WD,VIP,202104.0,2022,3300.0,86644.0,가솔린,오토,ORIGINAL,일반,2025-03-19 10:15:47.000 +09,경기,(주)리드옥션,191다9139,1,0,0,130.0,0.0,0,0,,팰리세이드
22397,38900928,현대,더 뉴 그랜저 IG,3.0 LPi (렌터카용),프리미엄,202210.0,2023,2650.0,11952.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 23:38:12.000 +09,경기,(주)오토베이,156더2455,1,0,1,62.3027,0.0,1,0,,그랜저
14990,39268190,제네시스,G80,3.3 GDI AWD,프리미엄 럭셔리,201611.0,2017,1980.0,149025.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:40:13.000 +09,인천,패밀리카,46어0236,2,3,3,359.4274,328.3208,0,0,,제네시스
3184,38664789,현대,쏘나타 하이브리드 (DN8),프리미엄 플러스,,202108.0,2022,2150.0,74498.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 08:35:01.000 +09,경기,자마이카,254부2656,0,1,1,0.0,64.6119,1,0,,쏘나타
